Post_ID,Posting_Author,Congress_Number,State_District,DW-NOMINATE,LES,Job_Function,Title_Parsed,Office_Type,Committee_Affiliation,Spanish_Language,Salary_Min,Salary_Max,Years_Experience
MEM-129-25,Rep. Lauren Underwood (D-IL),118,ST-25,-0.602,0.476,Legislative,LEGISLATIVE DIRECTOR,Personal,,0,100000.000,110000.000,1
MEM-121-25,The bipartisan Problem Solvers Caucus,118,ST-25,,,Legislative,Communications Director,Personal,,0,,,
MEM-127-25,Pennsylvania Republican,118,ST-25,,,Communications,Press Secretary/Digital Director,Personal,,0,,,
MEM-126-25,"Congresswoman Alma S. Adams, Ph.D.",118,ST-25,,,Legislative,Legislative Director,Personal,Agriculture Committee,1,,,
MEM-125-25,Congresswoman Andrea Salinas,118,ST-25,-0.207,1.025,Communications,Press Assistant/Deputy Press Secretary,Personal,,0,55000.000,60000.000,
MEM-123-25,Congressman Dan Goldman,118,ST-25,,,Legislative,Caseworker / Field Representative,Personal,,1,60000.000,60000.000,1
MEM-122-25,Representative Maxwell Frost,118,ST-25,-0.423,0.282,Communications,Creative Director,Personal,Democratic Policy and Communications Committee,0,70000.000,90000.000,2
MEM-119-25,Congresswoman Luz Rivas,118,ST-29,,,Legislative,Press/Digital Assistant,Personal,,1,,,
MEM-117-25,Committee on Ethics,118,ST-25,,,Legislative,Staff Assistant,Personal,null,0,5203.000,5203.000,
MEM-115-25,U.S. HOUSE OF REPRESENTATIVES COMMITTEE ON ETHICS,118,ST-25,,,Legislative,Director of Administration,Committee,U.S. HOUSE OF REPRESENTATIVES COMMITTEE ON ETHICS,0,132638.000,140667.000,5
MEM-113-25,U.S. House Committee on Foreign Affairs Majority,118,ST-25,,,Legislative,Export Controls Professional,Committee,House Committee on Foreign Affairs Majority,1,,,
MEM-112-25,Congressman Ro Khanna,118,ST-25,-0.463,1.107,Legislative,Scheduler & Operations Coordinator,Personal,,0,71000.000,71000.000,
MEM-111-25,Rep. Dina Titus,118,ST-25,-0.298,1.632,Legislative,District Office Staff Assistant,Personal,,1,,,
MEM-110-25,Congresswoman Pramila Jayapal (WA-07),118,ST-07,-0.627,0.242,Legislative,Senior Legislative Assistant,Personal,,0,70000.000,85000.000,4
MEM-108-25,"Republican member in Charleston, SC",118,ST-25,,,Legislative,Digital Assistant,Personal,,0,,,
MEM-107-25,Rep. Nanette Barragán (CA-44),118,ST-44,,,Legislative,Scheduler|Executive Assistant,Personal,,1,55000.000,80000.000,
MEM-105-25,Omar S. Ashmawy,118,ST-25,,,Legislative,Investigative Support Analyst,Personal,,0,,,2
MEM-104-25,House Committee on Veterans’ Affairs (Majority),118,ST-25,,,Legislative,Healthcare Investigator,Personal,Veterans’ Affairs Majority staff,0,,,
MEM-100-25,Rep. Tony Gonzales,118,ST-23,0.340,1.652,Legislative,Military Legislative Assistant,Personal,,0,,,1
MEM-523-24,Brendan F. Boyle (PA-02),118,ST-02,,,Legislative,Digital Assistant,Personal,House Budget Committee,0,,,1
MEM-141-25,Congresswoman Janelle Bynum,118,ST-25,,,Legislative,Field Representative,Personal,,0,,,
MEM-140-25,Rep. Tony Gonzales (TX-23),118,ST-23,0.340,1.652,Legislative,Senior Legislative Assistant,Personal,,0,,,2
MEM-139-25,Rep. Tony Gonzales,118,ST-23,0.340,1.652,Communications,Press Assistant/Press Secretary,Personal,,0,,,1
MEM-138-25,U.S. House of Representatives Committee on Ethics,118,ST-25,,,Legislative,Financial Disclosure Counsel,Committee,Committee on Ethics,0,136780.000,145604.000,
MEM-137-25,Congresswoman Sarah Elfreth (MD-03),118,ST-03,,,Legislative,Caseworker,Personal,,0,,,
MEM-135-25,Sharice Davids,118,ST-03,-0.274,1.026,Legislative,DC-Based Scheduler and Office Manager,Personal,,0,,,
MEM-134-25,House Committee on Energy and Commerce Democratic Staff (minority),118,ST-25,,,Legislative,Staff Assistant,Personal,House Committee on Energy and Commerce,0,,,
MEM-133-25,Congresswoman Rashida Tlaib,118,ST-12,-0.290,0.182,Legislative,DC Staff Assistant,Personal,,0,55000.000,,
MEM-131-25,Congressman Jimmy Panetta,118,ST-19,-0.289,0.614,Legislative,Scheduler/Director of Operations,Personal,,0,,,
MEM-130-25,Inspector General Office: Office of the Inspector General,118,ST-25,,,Legislative,Inspector General,Personal,,0,212000.000,217000.000,
MEM-129-25,Rep. Lauren Underwood (D-IL),118,ST-25,-0.602,0.476,Legislative,LEGISLATIVE DIRECTOR,Personal,,0,100000.000,110000.000,1
MEM-121-25,The bipartisan Problem Solvers Caucus,118,ST-25,,,Legislative,Communications Director,Personal,,0,,,
MEM-127-25,Pennsylvania Republican,118,ST-25,,,Communications,Press Secretary/Digital Director,Personal,,0,,,
MEM-126-25,"Congresswoman Alma S. Adams, Ph.D.",118,ST-25,,,Legislative,Legislative Director,Personal,Agriculture Committee,1,,,
MEM-125-25,Congresswoman Andrea Salinas,118,ST-25,-0.207,1.025,Communications,Press Assistant/Deputy Press Secretary,Personal,,1,55000.000,60000.000,
MEM-123-25,Congressman Dan Goldman,118,ST-25,,,Legislative,Caseworker / Field Representative,Personal,,1,60000.000,60000.000,1
MEM-122-25,Representative Maxwell Frost (D-FL),118,ST-25,-0.423,0.282,Communications,Creative Director,Personal,Democratic Policy and Communications Committee,0,70000.000,90000.000,2
MEM-119-25,Congresswoman Luz Rivas,118,ST-29,,,Legislative,Press/Digital Assistant,Personal,,1,,,
MEM-117-25,Committee on Ethics,118,ST-25,,,Legislative,Staff Assistant,Personal,null,0,5203.000,,
MEM-115-25,U.S. HOUSE OF REPRESENTATIVES COMMITTEE ON ETHICS,118,ST-25,,,Legislative,Director of Administration,Committee,U.S. HOUSE OF REPRESENTATIVES COMMITTEE ON ETHICS,0,132638.000,140667.000,5
MEM-113-25,U.S. House Committee on Foreign Affairs Majority,118,ST-25,,,Legislative,Export Controls Professional,Committee,House Committee on Foreign Affairs Majority,0,,,
MEM-523-24,Brendan F. Boyle (PA-02),118,ST-02,,,Legislative,Digital Assistant,Personal,House Budget Committee,0,,,1
MEM-145-25,Congressman Himes,118,ST-25,,,Legislative,Scheduler/Operations Director,Personal,,0,,,1
MEM-144-25,Josh Gottheimer,118,ST-25,-0.161,0.569,Communications,Press Secretary,Personal,,0,,,2
MEM-143-25,House of Representatives,118,ST-25,,,Legislative,Chief Clerk First Line Supervisor: Deputy Staff Director Second Line Supervisor: Staff Director,Personal,,0,,,
MEM-142-25,House Committee on Veterans’ Affairs,118,ST-25,,,Legislative,"Staff Director, Subcommittee on Oversight and Investigations",Personal,House Committee on Veterans’ Affairs,0,,,6
MEM-141-25,Congresswoman Nydia Velázquez (NY-07),118,ST-07,,,Legislative,EXECUTIVE ASSISTANT,Personal,,0,,,
MEM-140-25,Rep. Tony Gonzales (TX-23),118,ST-23,0.340,1.652,Legislative,Senior Legislative Assistant,Personal,,0,,,2
MEM-139-25,Rep. Tony Gonzales,118,ST-23,0.340,1.652,Communications,Press Assistant/Press Secretary,Personal,,0,,,1
MEM-138-25,U.S. House of Representatives Committee on Ethics,118,ST-25,,,Legislative,Financial Disclosure Counsel,Committee,Committee on Ethics,0,136780.000,145604.000,
MEM-135-25,Sharice Davids,118,ST-03,-0.274,1.026,Legislative,DC-Based Scheduler and Office Manager,Personal,,0,,,
MEM-134-25,House Committee on Energy and Commerce Democratic Staff (minority),118,ST-25,,,Legislative,Staff Assistant,Personal,House Committee on Energy and Commerce,0,,,
MEM-131-25,Congressman Jimmy Panetta,118,ST-19,-0.289,0.614,Legislative,Scheduler/Director of Operations,Personal,,0,,,
MEM-130-25,Inspector General Office: Office of the Inspector General,118,ST-25,,,Legislative,Inspector General,Personal,,0,212000.000,217000.000,
MEM-129-25,Rep. Lauren Underwood (D-IL),118,ST-25,-0.602,0.476,Legislative,LEGISLATIVE DIRECTOR,Personal,,0,100000.000,110000.000,1
MEM-121-25,The bipartisan Problem Solvers Caucus,118,ST-25,,,Legislative,Communications Director,Personal,Problem Solvers Caucus,0,,,
MEM-127-25,Pennsylvania Republican,118,ST-25,,,Communications,Press Secretary/Digital Director,Personal,,0,,,
MEM-126-25,"Congresswoman Alma S. Adams, Ph.D.",118,ST-25,,,Legislative,Legislative Director,Personal,Agriculture Committee,1,,,
MEM-125-25,Congresswoman Andrea Salinas,118,ST-25,-0.207,1.025,Communications,Press Assistant/Deputy Press Secretary,Personal,,0,55000.000,60000.000,
MEM-123-25,Congressman Dan Goldman,118,ST-25,,,Legislative,Caseworker / Field Representative,Personal,,1,60000.000,60000.000,1
MEM-122-25,Representative Maxwell Frost,118,ST-25,-0.423,0.282,Communications,Creative Director,Personal,Democratic Policy and Communications Committee,0,70000.000,90000.000,2
MEM-119-25,Congresswoman Luz Rivas,118,ST-29,,,Legislative,Press/Digital Assistant,Personal,,1,,,
MEM-117-25,Committee on Ethics,118,ST-25,,,Legislative,Staff Assistant,Personal,null,0,52003.000,,
MEM-115-25,U.S. HOUSE OF REPRESENTATIVES COMMITTEE ON ETHICS,118,ST-25,,,Legislative,Director of Administration,Committee,U.S. HOUSE OF REPRESENTATIVES COMMITTEE ON ETHICS,0,132638.000,140667.000,5
MEM-151-25,U.S. House of Representatives (House),118,ST-25,,,Communications,Communications Manager,Personal,,0,107685.000,121134.000,7
MEM-150-25,Congressman Ryan Mackenzie (PA-07),118,ST-07,,,Legislative,Legislative Assistant,Personal,None,0,,,
MEM-149-25,Congressman Mark DeSaulnier (D-CA),118,ST-25,-0.512,0.320,Legislative,,Personal,Transportation and Infrastructure Committee,1,,,
MEM-148-25,Congressman Jamie Raskin,118,ST-08,-0.513,0.316,Legislative,Legislative Correspondent,Personal,,0,,,
MEM-147-25,Congresswoman Rashida Tlaib (MI-12),118,ST-12,-0.290,0.182,Operations Manager/Scheduler,Operations Manager/Scheduler,Personal,,0,70000.000,70000.000,
MEM-145-25,Congressman Himes,118,ST-25,,,Legislative,Scheduler/Operations Director,Personal,,0,,,1
MEM-144-25,Josh Gottheimer,118,ST-25,-0.161,0.569,Communications,Press Secretary,Personal,,0,,,2
MEM-143-25,House of Representatives,118,ST-25,,,Legislative,Chief Clerk First Line Supervisor: Deputy Staff Director,Personal,,0,,,
MEM-142-25,House Committee on Veterans’ Affairs,118,ST-25,,,Legislative,"Staff Director, Subcommittee on Oversight and Investigations",Personal,House Committee on Veterans’ Affairs,0,,,6
MEM-141-25,Congresswoman Nydia Velázquez (NY-07),118,ST-07,,,Legislative,EXECUTIVE ASSISTANT,Personal,,0,,,
MEM-140-25,Rep. Tony Gonzales (TX-23),118,ST-23,0.340,1.652,Legislative,Senior Legislative Assistant,Personal,,0,,,2
MEM-139-25,Rep. Tony Gonzales,118,ST-23,0.340,1.652,Communications,Press Assistant/Press Secretary,Personal,,0,,,1
MEM-138-25,U.S. House of Representatives Committee on Ethics,118,ST-25,,,Legislative,Financial Disclosure Counsel,Committee,Committee on Ethics,0,136780.000,145604.000,
MEM-135-25,Sharice Davids,118,ST-03,-0.274,1.026,Legislative,DC-Based Scheduler and Office Manager,Personal,,0,,,
MEM-134-25,House Committee on Energy and Commerce Democratic Staff (minority),118,ST-25,,,Legislative,Staff Assistant,Personal,House Committee on Energy and Commerce,0,,,
MEM-131-25,Congressman Jimmy Panetta,118,ST-19,-0.289,0.614,Legislative,Scheduler/Director of Operations,Personal,,0,,,
MEM-130-25,Inspector General Office: Office of the Inspector General,118,ST-25,,,Legislative,Inspector General,Personal,,0,212000.000,217000.000,
MEM-122-25,Representative Maxwell Frost,118,ST-25,-0.423,0.282,Communications,Creative Director,Personal,Democratic Policy and Communications Committee,0,70000.000,90000.000,2
MEM-157-25,House Office of the Legislative Counsel,118,ST-25,,,Legislative,Attorney,Personal,,0,100274.400,100274.400,
MEM-156-25,Legislative Director and Legislative Assistants or Aides,118,ST-25,,,Legislative,Legislative Correspondent,Personal,,0,,,1
MEM-155-25,Mike Kelly,118,PA-16,0.377,0.536,Operations Director,Scheduler or Operations Director,Personal,,0,,,
MEM-154-25,Bay Area Member of Congress (CA-16),118,ST-16,,,Legislative,Caseworker,Personal,,0,60000.000,70000.000,
MEM-153-25,Keith Self,118,ST-03,0.825,1.608,Legislative,Caseworker/Field Representative,Personal,,0,,,
MEM-152-25,Congressman Gabe Vasquez,118,ST-02,-0.308,0.399,Legislative,Staff Assistant/Legislative Correspondent,Personal,,1,52000.000,52000.000,
MEM-151-25,U.S. House of Representatives (House),118,ST-25,,,Communications,Communications Manager,Personal,,0,107685.000,121134.000,7
MEM-150-25,Congressman Ryan Mackenzie (PA-07),118,ST-07,,,Legislative,Legislative Assistant,Personal,None,0,,,
MEM-149-25,Congressman Mark DeSaulnier (D-CA),118,ST-25,-0.512,0.320,Legislative,,Personal,Transportation and Infrastructure Committee,0,,,
MEM-147-25,Congresswoman Rashida Tlaib (MI-12),118,ST-12,-0.290,0.182,Operations Manager/Scheduler,Operations Manager/Scheduler,Personal,,0,70000.000,70000.000,
MEM-144-25,Josh Gottheimer,118,ST-25,-0.161,0.569,Communications,Press Secretary,Personal,,0,,,2
MEM-143-25,House of Representatives,118,ST-25,,,Legislative,Chief Clerk First Line Supervisor: Deputy Staff Director Second Line Supervisor: Staff Director,Personal,,0,,,
MEM-142-25,House Committee on Veterans’ Affairs,118,ST-25,,,Legislative,"Staff Director, Subcommittee on Oversight and Investigations",Personal,House Committee on Veterans’ Affairs,0,,,6
MEM-141-25,Congresswoman Nydia Velázquez (NY-07),118,ST-07,,,Legislative,EXECUTIVE ASSISTANT,Personal,,0,,,
MEM-140-25,Rep. Tony Gonzales (TX-23),118,ST-23,0.340,1.652,Legislative,Senior Legislative Assistant,Personal,,0,,,2
MEM-139-25,Rep. Tony Gonzales,118,TX-23,0.340,1.652,Communications,Press Assistant/Press Secretary,Personal,,0,,,1
MEM-138-25,U.S. HOUSE OF REPRESENTATIVES COMMITTEE ON ETHICS,118,ST-25,,,Legislative,Financial Disclosure Counsel,Committee,U.S. HOUSE OF REPRESENTATIVES COMMITTEE ON ETHICS,0,136780.000,145604.000,
MEM-130-25,Inspector General Office: Office of the Inspector General,118,ST-25,,,Legislative,Inspector General,Personal,,0,212000.000,217000.000,
MEM-164-25,House Natural Resources Committee,118,ST-25,,,Legislative,Minority Professional Staff for the Subcommittees on Oversight and Investigations and Office of Insular Affairs,Personal,House Natural Resources Committee Democrats,1,70000.000,100000.000,
MEM-163-25,Congresswoman Jill Tokuda,118,ST-02,-0.465,2.211,Legislative,Legislative Director,Personal,House Armed Services Committee,0,95000.000,95000.000,
MEM-162-25,Congresswoman Linda Sánchez (CA-38),118,ST-38,,,Legislative,Digital Director/Legislative Correspondent,Personal,None,1,60000.000,68000.000,
MEM-161-25,Congressman Rob Wittman,118,ST-01,,,Legislative,Communications Director,Personal,,0,,,
MEM-160-25,Congressman,118,ST-25,,,Legislative,Staff Assistant/Constituent Advocate,Personal,,1,45000.000,,
MEM-156-25,Legislative Director and Legislative Assistants or Aides,118,ST-25,,,Legislative,Legislative Correspondent,Personal,,0,,,1
MEM-155-25,Mike Kelly,118,PA-16,0.377,0.536,Operations Director,Scheduler or Operations Director,Personal,,0,,,
MEM-154-25,Bay Area Member of Congress (CA-16),118,ST-16,,,Legislative,Caseworker,Personal,,0,60000.000,70000.000,
MEM-152-25,Congressman Gabe Vasquez,118,ST-25,-0.308,0.399,Legislative,Staff Assistant/Legislative Correspondent,Personal,,1,52000.000,,
MEM-150-25,Congressman Ryan Mackenzie (PA-07),118,ST-07,,,Legislative,Legislative Assistant,Personal,None,0,,,
MEM-149-25,Congressman Mark DeSaulnier (D-CA),118,ST-25,-0.512,0.320,Legislative,,Personal,Transportation and Infrastructure Committee,0,,,
MEM-147-25,Congresswoman Rashida Tlaib (MI-12),118,ST-12,-0.290,0.182,Operations Manager/Scheduler,Operations Manager/Scheduler,Personal,,0,70000.000,,
MEM-144-25,Josh Gottheimer,118,ST-25,-0.161,0.569,Communications,Press Secretary,Personal,,0,,,2
MEM-143-25,House of Representatives,118,ST-25,,,Legislative,Chief Clerk First Line Supervisor: Deputy Staff Director Second Line Supervisor: Staff Director,Personal,,0,,,
MEM-142-25,House Committee on Veterans’ Affairs,118,ST-25,,,Legislative,"Staff Director, Subcommittee on Oversight and Investigations",Personal,House Committee on Veterans’ Affairs,0,,,5
MEM-140-25,Rep. Tony Gonzales (TX-23),118,ST-23,0.340,1.652,Legislative,Senior Legislative Assistant,Personal,,0,,,2
MEM-139-25,Rep. Tony Gonzales,118,ST-23,0.340,1.652,Communications,Press Assistant/Press Secretary,Personal,,0,,,1
MEM-169-25,Representative Juan Vargas,118,ST-52,-0.395,0.343,Legislative,Senior Legislative Assistant or Legislative Assistant,Personal,Financial Services Committee,1,55000.000,80000.000,2
MEM-168-25,Greg Stanton,118,ST-04,-0.279,0.989,Legislative,District Director,Personal,,0,85000.000,95000.000,5
MEM-167-25,Congressional Black Caucus (CBC),118,ST-25,,,Legislative,Director of Operations,Personal,The Congressional Black Caucus,0,,,
MEM-166-25,Congresswoman Maggie Goodlander,118,ST-25,,,Communications,Communications Manager/Digital Director,Personal,,0,55000.000,85000.000,
MEM-165-25,Congressman Rob Menendez (NJ-08),118,ST-08,,,Legislative,Legislative Correspondent,Personal,,0,53000.000,56000.000,
MEM-164-25,House Natural Resources Committee,118,ST-25,,,Legislative,Minority Professional Staff for the Subcommittees on Oversight and Investigations and Office of Insular Affairs,Personal,House Natural Resources Committee Democrats,1,70000.000,100000.000,
MEM-163-25,Congresswoman Jill Tokuda,118,ST-02,-0.465,2.211,Legislative,Legislative Director,Personal,House Armed Services Committee,0,95000.000,95000.000,
MEM-161-25,Congressman Rob Wittman,118,ST-01,,,Legislative,Communications Director,Personal,,0,,,
MEM-160-25,Congressman,118,ST-25,,,Legislative,Staff Assistant/Constituent Advocate,Personal,,1,45000.000,,
MEM-152-25,Congressman Gabe Vasquez,118,ST-25,-0.308,0.399,Legislative,Staff Assistant/Legislative Correspondent,Personal,,1,52000.000,52000.000,
MEM-150-25,Congressman Ryan Mackenzie (PA-07),118,ST-07,,,Legislative,Legislative Assistant,Personal,None,0,,,
MEM-149-25,Congressman Mark DeSaulnier (D-CA),118,ST-25,-0.512,0.320,Legislative,,Personal,Transportation and Infrastructure Committee,0,,,
MEM-174-25,senior Democratic Member of Congress,118,ST-25,,,Legislative,Staff Assistant/Driver,Personal,,0,,,
MEM-173-25,U.S. Representative Ed Case (Hawai\u201i - 01),118,ST-01,,,Legislative,District Director,Personal,,1,,,
MEM-170-25,Rep. Steven Horsford (D-NV),118,ST-25,-0.322,0.257,Legislative,Legislative Director,Personal,Member of the Committee on Ways and Means,0,,,
MEM-169-25,Representative Juan Vargas,118,CA-52,-0.395,0.343,Legislative,Senior Legislative Assistant or Legislative Assistant,Personal,Financial Services Committee,1,55000.000,80000.000,2
MEM-168-25,Greg Stanton,118,ST-04,-0.279,0.989,Legislative,District Director,Personal,,0,85000.000,95000.000,5
